Date,Time,Visitors in Blue Lagoon,Visitors in Machu Picchu,Visitors in Taj Mahal,Visitors in Doge's Palace,Visitors in Louvre Museum,Average Age - Blue Lagoon,Average Age - Machu Picchu,Average Age - Taj Mahal,Average Age - Doge's Palace,Average Age - Louvre Museum
2022-07-07,8:00,3929,3661,37996,5744,27995,24,26,25,30,49
2022-07-07,10:00,4111,3791,43775,5610,28182,23,35,29,28,53
2022-07-07,12:00,4449,3524,41919,3667,28028,23,29,26,20,41
2022-07-07,14:00,4294,2806,63810,5641,26668,25,31,29,25,34
2022-07-07,16:00,4536,3466,67206,5603,28195,35,30,31,36,35
2022-07-07,18:00,4951,2946,37005,5956,20177,27,28,28,30,34
2022-07-08,8:00,3278,2940,44371,4694,27730,35,22,28,24,38
2022-07-08,10:00,2968,3201,40316,4844,28937,28,25,26,22,38
2022-07-08,12:00,4009,3019,36436,4219,24354,29,33,29,22,51
2022-07-08,14:00,4182,3261,40984,4814,26651,28,31,27,29,51
2022-07-08,16:00,3379,3538,60271,5889,29136,33,24,31,33,53
2022-07-08,18:00,3859,3523,63511,5660,27818,33,26,23,44,48
2022-07-09,8:00,5109,3708,38616,5938,27386,23,31,31,24,46
2022-07-09,10:00,4628,3627,32361,5518,26149,22,33,27,20,32
2022-07-09,12:00,3896,3409,35069,3326,29889,28,23,30,27,35
2022-07-09,14:00,3819,2968,31430,5452,23271,25,31,31,27,43
2022-07-09,16:00,4054,2711,40676,5276,26687,29,24,31,43,53
2022-07-09,18:00,3559,2611,63760,5944,25392,28,27,31,31,47
2022-07-10,8:00,3316,3207,62050,4165,20289,26,23,24,26,42
2022-07-10,10:00,3556,3303,39692,3663,28994,34,35,24,23,30
2022-07-10,12:00,4156,2976,29165,5398,27718,33,29,28,23,53
2022-07-10,14:00,3238,3659,30033,5487,28530,32,22,33,21,38
2022-07-10,16:00,4554,3652,28145,5765,28021,25,25,29,43,38
2022-07-10,18:00,5148,3413,42269,5681,26233,32,30,26,44,30
2022-07-11,8:00,4811,3639,64388,5604,26407,34,27,27,29,41
2022-07-11,10:00,4904,3641,67832,5924,26693,26,30,33,29,43
2022-07-11,12:00,5134,3741,42286,4112,27169,30,24,23,23,44
2022-07-11,14:00,4689,3160,30632,3696,29050,25,23,29,26,32
2022-07-11,16:00,3321,3435,32494,4663,28623,34,30,33,32,47
2022-07-11,18:00,3398,2805,43152,4971,27782,34,27,24,37,54
2022-07-12,8:00,4987,2977,37155,5932,0,22,34,33,28,0
2022-07-12,10:00,4273,3178,61828,5657,0,27,23,29,19,0
2022-07-12,12:00,4365,3219,69130,3371,0,34,23,31,28,0
2022-07-12,14:00,4751,2715,32805,3693,0,29,29,34,21,0
2022-07-12,16:00,4737,3742,28806,5957,0,28,31,30,39,0
2022-07-12,18:00,4269,3534,36202,5810,0,22,31,33,36,0
2022-07-13,8:00,4653,3792,29868,5902,28874,28,32,32,22,45
2022-07-13,10:00,4705,3528,42561,5656,29312,23,26,27,27,33
2022-07-13,12:00,3630,3693,67878,5757,26777,30,28,31,29,42
2022-07-13,14:00,4971,3445,65690,5923,24318,24,33,24,21,38
2022-07-13,16:00,4207,3200,44220,3858,21688,31,32,28,30,50
2022-07-13,18:00,3532,3055,43934,3865,26656,33,29,33,42,43
2022-07-14,8:00,3459,3285,33429,3566,20467,25,28,25,20,42
2022-07-14,10:00,3376,3055,37076,3749,29537,34,35,32,27,31
2022-07-14,12:00,3569,3341,31564,3842,22422,23,28,28,28,42
2022-07-14,14:00,3746,2874,61389,5857,29183,33,32,32,24,52
2022-07-14,16:00,3734,3777,67274,5754,28574,22,26,33,45,27
2022-07-14,18:00,4729,3789,38745,5707,26411,22,29,25,31,54
2022-07-15,8:00,3696,3544,42199,5949,21176,24,31,30,23,27
2022-07-15,10:00,3829,3450,43876,5594,28316,25,34,25,30,46
2022-07-15,12:00,3826,3641,36245,5083,26625,31,31,24,27,42
2022-07-15,14:00,3570,2793,35214,3677,25371,24,22,34,29,47
2022-07-15,16:00,4323,3419,60726,5670,29203,23,35,26,36,38
2022-07-15,18:00,4668,3762,62736,3961,27541,35,35,23,44,32
2022-07-16,8:00,4691,2765,41832,3389,29869,23,28,33,28,51
2022-07-16,10:00,3254,2619,39362,5958,27124,29,34,32,22,30
2022-07-16,12:00,3223,3447,38106,4707,21486,26,32,26,30,44
2022-07-16,14:00,3514,2569,35657,4956,29339,32,29,30,22,28
2022-07-16,16:00,4351,3740,42551,5523,28173,26,35,33,42,47
2022-07-16,18:00,3631,3456,68194,5743,27416,26,33,26,35,31
2022-07-17,8:00,3692,3781,67906,5922,26761,22,31,23,25,30
2022-07-17,10:00,4118,3438,35287,5823,28846,25,22,31,19,46
2022-07-17,12:00,4881,3688,28892,4863,26764,35,24,30,27,43
2022-07-17,14:00,3652,3642,38222,4828,29549,26,24,33,19,27
2022-07-17,16:00,4443,2517,32675,5035,29583,26,28,24,40,41
2022-07-17,18:00,3951,3451,29933,3332,29770,26,33,33,30,37
2022-07-18,8:00,4329,3231,61380,5554,23749,29,24,26,22,35
2022-07-18,10:00,4771,3551,61290,3709,28059,34,34,30,21,36
2022-07-18,12:00,3615,3471,41239,3869,22503,27,22,23,29,39
2022-07-18,14:00,3756,3315,38874,5657,26928,34,31,34,27,43
2022-07-18,16:00,3165,3697,33016,5710,29759,34,32,29,44,33
2022-07-18,18:00,5144,3682,41774,5653,27090,30,25,29,42,35
2022-07-19,8:00,5082,3473,37752,5792,0,29,28,34,26,0
2022-07-19,10:00,4198,3509,69610,5974,0,29,30,23,22,0
2022-07-19,12:00,4993,3579,60954,3933,0,33,29,29,30,0
2022-07-19,14:00,3530,3437,43585,4893,0,31,31,24,24,0
2022-07-19,16:00,3888,3043,35291,3458,0,30,22,26,43,0
2022-07-19,18:00,2810,3224,28974,4345,0,33,34,33,44,0
2022-07-20,8:00,4017,3342,32133,3498,21539,31,23,26,28,47
2022-07-20,10:00,4730,3290,42663,3760,28428,29,33,24,27,50
2022-07-20,12:00,3618,3237,65370,5876,27185,32,27,34,28,36
2022-07-20,14:00,4345,3256,63972,5064,26814,34,23,29,25,28
2022-07-20,16:00,4110,3579,33295,6000,26927,33,26,31,39,41
2022-07-20,18:00,4858,3631,41913,5796,21933,28,24,30,32,52
2022-07-21,8:00,4954,3781,37105,5861,26413,23,26,26,22,47
2022-07-21,10:00,5166,3742,36228,5576,27955,23,22,29,26,44
2022-07-21,12:00,3947,3686,37903,4661,28056,24,35,24,29,28
2022-07-21,14:00,4157,3075,63020,5626,28611,28,25,29,21,52
2022-07-21,16:00,3611,3654,68987,3396,24124,31,28,27,36,47
2022-07-21,18:00,4447,2731,40880,5468,22395,34,22,33,38,52
2022-07-22,8:00,3352,2788,33233,4194,29608,31,27,26,29,41
2022-07-22,10:00,2891,3412,37516,5338,28852,23,28,24,24,53
2022-07-22,12:00,3530,2757,42559,5658,23950,24,25,29,27,28
2022-07-22,14:00,4690,3029,44701,3207,26449,23,23,26,26,45
2022-07-22,16:00,4864,3574,62396,5531,26379,35,34,29,41,40
2022-07-22,18:00,4554,3628,62162,5967,28746,30,26,34,31,52
2022-07-23,8:00,4569,3625,29591,5819,28413,33,31,28,27,38
2022-07-23,10:00,4153,3483,39303,5893,29051,32,24,27,23,49
2022-07-23,12:00,4529,3690,34183,5516,27250,33,31,27,19,44
2022-07-23,14:00,4451,2934,29312,4898,27285,32,24,25,25,44
2022-07-23,16:00,3393,3381,35314,5308,22301,25,24,33,37,38
2022-07-23,18:00,3729,3257,62383,5937,27710,24,29,23,43,42
2022-07-24,8:00,4044,3601,63239,4487,25792,34,30,33,26,37
2022-07-24,10:00,4466,3121,30139,4318,28918,25,28,23,25,42
2022-07-24,12:00,4612,3265,42688,3752,26039,34,25,25,20,50
2022-07-24,14:00,3438,3287,34924,3860,27467,27,27,31,25,33
2022-07-24,16:00,4810,3471,28362,5703,28728,25,25,23,32,29
2022-07-24,18:00,5197,3780,41481,5766,29152,26,31,24,32,29
2022-07-25,8:00,4077,3429,64286,5501,29117,22,30,29,21,52
2022-07-25,10:00,4079,3571,63738,5677,29120,32,29,30,29,38
2022-07-25,12:00,3887,3708,30469,5441,29520,26,33,24,21,33
2022-07-25,14:00,3897,3405,44106,5729,27130,28,28,31,22,49
2022-07-25,16:00,3494,3542,44940,4658,24905,24,33,28,40,46
2022-07-25,18:00,3739,2935,37017,4054,25999,23,28,30,40,45
2022-07-26,8:00,3529,2676,30808,5745,0,32,32,30,28,0
2022-07-26,10:00,3669,2638,65150,5711,0,27,27,31,25,0
2022-07-26,12:00,4982,3393,67561,3864,0,28,24,29,28,0
2022-07-26,14:00,4048,2685,30719,5917,0,26,22,25,23,0
2022-07-26,16:00,3733,3617,39700,5965,0,30,26,27,44,0
2022-07-26,18:00,4066,3563,31741,5861,0,32,24,26,31,0
2022-07-27,8:00,4576,3560,37766,5638,27339,33,33,24,23,28
2022-07-27,10:00,4019,3412,31998,5720,28507,25,35,26,26,45
2022-07-27,12:00,4745,3695,62403,5772,29298,24,24,28,19,48
2022-07-27,14:00,3961,3800,68780,4377,27921,28,27,32,21,53
2022-07-27,16:00,4205,3335,28294,4472,21567,32,27,27,34,27
2022-07-27,18:00,4090,2541,38177,3478,27785,24,23,32,33,39
2022-07-28,8:00,3107,3409,37882,4015,21094,25,31,28,24,45
2022-07-28,10:00,4123,3240,29136,3475,29639,23,33,23,29,32
2022-07-28,12:00,3533,3361,30064,4204,29684,34,29,27,22,44
2022-07-28,14:00,4153,2774,67009,5501,28671,22,24,32,27,44
2022-07-28,16:00,4643,3678,64543,5587,28095,28,29,24,32,53
2022-07-28,18:00,4949,3650,29007,5786,27458,23,29,27,35,42
2022-07-29,8:00,4621,3709,33445,5910,25763,30,23,25,25,43
2022-07-29,10:00,4388,3607,38706,5629,27208,27,22,31,25,45
2022-07-29,12:00,4431,3720,42749,3704,29950,22,29,31,29,50
2022-07-29,14:00,4043,2639,39718,5837,24934,32,22,27,25,45
2022-07-29,16:00,4796,3291,65352,5759,21354,33,34,29,42,32
2022-07-29,18:00,3449,3745,69439,4464,26473,35,22,33,31,43
2022-07-30,8:00,4318,3320,41281,5987,28404,27,35,23,23,36
2022-07-30,10:00,4519,3403,29435,5922,21895,29,25,29,25,54
2022-07-30,12:00,2983,3729,28571,4459,23894,31,33,23,20,39
2022-07-30,14:00,4483,2556,30382,4213,26506,33,28,32,25,51
2022-07-30,16:00,3998,3511,33084,5627,29624,32,30,23,42,47
2022-07-30,18:00,3785,3404,60277,5699,29936,23,22,33,42,48
2022-07-31,8:00,5032,3581,67059,5949,28963,29,34,27,25,34
2022-07-31,10:00,4692,3412,40771,5889,28848,22,25,30,20,29
2022-07-31,12:00,4437,3738,35491,5790,20086,22,32,28,25,40
2022-07-31,14:00,3426,3458,42527,4725,23042,35,27,28,20,45
2022-07-31,16:00,4058,2589,42859,4873,26973,33,22,34,43,50
2022-07-31,18:00,3207,3115,36073,3691,27139,31,24,33,40,52
2022-08-01,8:00,4488,3390,69077,5520,26930,25,30,27,27,30
2022-08-01,10:00,3982,3449,62752,4457,21732,29,34,29,22,45
2022-08-01,12:00,4707,2754,39383,5961,27870,23,26,24,30,27
2022-08-01,14:00,4984,3087,44378,4866,25710,23,29,27,29,48
2022-08-01,16:00,3574,3785,30353,5915,27244,31,22,30,44,49
2022-08-01,18:00,4606,3507,32799,5647,27015,28,24,27,31,35
2022-08-02,8:00,4994,3555,39939,5957,0,26,32,27,19,0
2022-08-02,10:00,4276,3481,68954,5528,0,34,34,23,27,0
2022-08-02,12:00,4706,3476,65346,4584,0,34,32,30,29,0
2022-08-02,14:00,4869,2984,30428,3507,0,22,34,26,25,0
2022-08-02,16:00,3410,3481,39296,5409,0,26,28,26,43,0
2022-08-02,18:00,3289,3457,35813,3260,0,32,22,25,32,0
2022-08-03,8:00,4626,3138,42414,5372,24868,31,26,26,23,41
2022-08-03,10:00,3838,3496,39801,4679,21529,25,26,24,20,54
2022-08-03,12:00,3390,3402,69645,5570,21081,30,28,25,22,44
2022-08-03,14:00,3870,3481,63356,5130,29898,27,30,24,27,50
2022-08-03,16:00,4042,3487,42288,5863,29531,32,23,30,32,37
2022-08-03,18:00,3934,3603,34540,5965,25751,33,25,23,30,53
2022-08-04,8:00,5145,3415,44422,5742,27151,28,24,26,28,41
2022-08-04,10:00,4710,3550,31342,5989,27722,29,27,33,25,42
2022-08-04,12:00,4178,3653,37078,3672,26716,30,27,32,26,34
2022-08-04,14:00,3261,2687,62844,5946,26229,29,23,30,23,35
2022-08-04,16:00,3586,3528,61098,3732,20204,24,25,30,42,50
2022-08-04,18:00,4369,3043,41998,3693,26784,35,33,34,40,28
2022-08-05,8:00,3352,3282,41261,3281,21575,29,28,27,23,54
2022-08-05,10:00,3418,3596,31093,4078,24094,34,24,30,28,47
2022-08-05,12:00,4883,3016,39722,4745,25482,33,26,23,28,39
2022-08-05,14:00,3897,2958,39645,3211,27644,26,22,23,28,47
2022-08-05,16:00,4572,3729,60988,5762,27332,24,22,33,44,40
2022-08-05,18:00,3777,3707,64116,5644,29123,34,23,28,42,34
2022-08-06,8:00,4446,3732,34446,5948,28048,35,24,23,30,33
2022-08-06,10:00,4086,3568,44335,5691,27715,29,24,31,27,54
2022-08-06,12:00,4870,3580,44133,3961,28058,28,31,26,30,36
2022-08-06,14:00,4477,2865,29682,3225,24842,29,26,27,28,39
2022-08-06,16:00,3699,2677,33626,5006,28103,28,22,24,43,51
2022-08-06,18:00,3740,3154,67424,5998,29429,35,30,33,42,35
2022-08-07,8:00,4575,3561,60933,5755,22018,31,27,29,23,33
2022-08-07,10:00,4735,3259,39425,4768,25051,30,29,26,20,50
2022-08-07,12:00,3212,3138,29980,3261,29903,29,28,30,19,47
2022-08-07,14:00,2950,3239,43522,3428,28802,32,25,25,19,38
2022-08-07,16:00,4273,3754,36984,5802,29627,31,22,33,39,44
2022-08-07,18:00,4838,3654,43883,5594,26517,28,26,34,33,47
2022-08-08,8:00,4590,3542,65390,5534,29739,26,33,29,23,45
2022-08-08,10:00,4243,3639,66635,5692,27438,30,28,27,19,51
2022-08-08,12:00,3971,3627,29607,4679,27031,35,30,32,22,27
2022-08-08,14:00,4336,3352,34573,4725,20536,30,25,33,26,53
2022-08-08,16:00,3051,3776,33776,3960,22052,33,32,30,32,40
2022-08-08,18:00,4564,3399,31676,3794,27529,28,24,28,38,38
2022-08-09,8:00,3252,2510,31380,4792,0,29,33,32,26,0
2022-08-09,10:00,4353,3119,68711,5531,0,29,27,29,19,0
2022-08-09,12:00,3392,3225,68782,5054,0,27,30,25,22,0
2022-08-09,14:00,3790,3456,41997,5248,0,27,29,31,30,0
2022-08-09,16:00,4280,3550,34342,5934,0,33,30,23,39,0
2022-08-09,18:00,3696,3620,34059,5825,0,32,26,23,35,0
2022-08-10,8:00,3797,3740,36884,5635,28259,30,34,29,19,27
2022-08-10,10:00,3746,3636,33655,5695,29149,30,22,32,25,39
2022-08-10,12:00,5198,3636,64473,5632,26781,29,35,30,27,29
2022-08-10,14:00,4800,3418,62946,3285,21244,22,35,31,28,49
2022-08-10,16:00,4518,2986,43251,4699,22416,25,24,27,34,42
2022-08-10,18:00,3922,3435,28526,5030,27829,23,25,33,44,36
2022-08-11,8:00,3483,3660,31224,4403,26490,28,24,34,26,44
2022-08-11,10:00,4235,3162,43069,5763,26168,35,26,26,21,54
2022-08-11,12:00,3532,3134,39536,3374,29167,25,32,28,19,33
2022-08-11,14:00,4443,2643,61875,5750,29491,32,28,32,22,50
2022-08-11,16:00,4621,3588,61763,5520,29425,35,22,30,40,42
2022-08-11,18:00,4965,3654,36712,5984,27743,28,33,33,32,52
2022-08-12,8:00,4111,3467,33797,5939,25342,25,34,28,25,28
2022-08-12,10:00,3771,3503,37208,5604,26416,30,24,30,19,39
2022-08-12,12:00,5091,3735,33109,3777,28562,29,28,33,24,49
2022-08-12,14:00,4971,3170,44500,4998,28406,29,31,32,23,47
2022-08-12,16:00,4389,3320,62433,5548,29327,35,32,26,45,30
2022-08-12,18:00,4922,3608,65463,5775,27097,22,24,24,44,52
2022-08-13,8:00,4393,2799,44967,3344,25009,28,28,26,25,54
2022-08-13,10:00,3763,3407,32167,3961,28439,32,35,25,20,45
2022-08-13,12:00,3311,3556,36357,4577,21582,25,33,32,21,29
2022-08-13,14:00,4412,2755,34154,5025,28024,29,26,24,26,28
2022-08-13,16:00,4343,3752,36920,5916,26427,24,32,30,39,29
2022-08-13,18:00,3704,3619,62043,5781,26732,23,31,26,31,40
2022-08-14,8:00,4273,3408,64197,5565,28746,27,34,29,29,51
2022-08-14,10:00,4406,3411,28213,5624,29633,22,32,26,23,27
2022-08-14,12:00,4664,3724,31762,3518,22076,34,26,32,22,29
2022-08-14,14:00,3688,3483,41399,4310,27876,27,22,27,26,31
2022-08-14,16:00,4075,2811,37768,4776,22427,25,26,32,34,37
2022-08-14,18:00,3876,2598,38640,3897,25721,28,24,31,32,38
2022-08-15,8:00,3520,2696,66731,5853,28423,29,24,25,19,52
2022-08-15,10:00,3534,3681,63117,4046,24930,30,30,28,22,31
2022-08-15,12:00,4383,3377,33791,5001,24353,24,26,28,19,32
2022-08-15,14:00,3463,2725,43822,3982,20829,32,30,31,24,39
2022-08-15,16:00,3664,3732,36783,5541,29736,30,32,28,39,37
2022-08-15,18:00,5153,3502,41621,5592,27279,31,22,24,34,28
2022-08-16,8:00,5100,3505,44019,5684,0,22,28,30,22,0
2022-08-16,10:00,3951,3764,62720,5714,0,35,33,27,29,0
2022-08-16,12:00,5168,3767,68905,5776,0,28,30,33,25,0
2022-08-16,14:00,4996,3069,37127,4849,0,34,29,26,21,0
2022-08-16,16:00,4433,3089,44385,3491,0,34,28,34,44,0
2022-08-16,18:00,3475,3274,34368,4168,0,29,29,24,35,0
2022-08-17,8:00,4704,2541,42056,4687,22237,28,29,24,22,36
2022-08-17,10:00,4118,2921,40236,5042,27770,25,25,30,24,31
2022-08-17,12:00,3204,3335,61949,5596,29141,22,23,24,30,39
2022-08-17,14:00,3233,3380,66732,4318,26172,24,35,24,27,50
2022-08-17,16:00,4368,3432,42451,5825,28806,34,24,24,40,44
2022-08-17,18:00,3950,3470,38433,5573,27482,35,35,26,45,44
2022-08-18,8:00,4182,3455,43525,5835,29839,30,33,28,20,27
2022-08-18,10:00,4064,3504,28089,5567,28675,31,27,30,19,47
2022-08-18,12:00,3947,3599,38361,3957,28608,23,30,30,30,39
2022-08-18,14:00,4965,2600,63041,5905,29442,22,28,23,26,29
2022-08-18,16:00,3324,3506,60105,3407,24005,24,22,24,30,43
2022-08-18,18:00,4494,3085,37078,4444,26544,22,24,29,30,54
2022-08-19,8:00,3556,3182,34090,4485,29101,25,31,26,22,47
2022-08-19,10:00,3326,3576,34082,3609,28829,26,35,28,22,37
2022-08-19,12:00,4977,3154,29925,5578,20948,32,28,34,28,48
2022-08-19,14:00,3697,3177,34917,5591,28260,25,28,28,25,49
2022-08-19,16:00,4376,3798,63144,5976,28100,29,24,29,39,36
2022-08-19,18:00,3652,3660,69631,5758,28671,29,33,30,41,45
2022-08-20,8:00,3748,3620,28552,5807,27694,27,30,33,29,35
2022-08-20,10:00,4102,3482,31911,5573,25905,28,31,28,29,43
2022-08-20,12:00,4469,3581,31389,4860,26751,30,34,23,22,38
2022-08-20,14:00,4673,2806,41629,3453,24757,35,30,27,20,37
2022-08-20,16:00,3418,3021,30430,4019,26282,22,24,33,43,54
2022-08-20,18:00,4848,2895,60458,5734,20142,32,23,30,35,50
2022-08-21,8:00,4500,3203,60207,4185,26001,32,32,27,25,54
2022-08-21,10:00,3651,3362,28899,3531,26652,25,24,33,23,32
2022-08-21,12:00,4651,3413,39653,4621,20225,33,29,33,26,28
2022-08-21,14:00,2882,3480,44405,5994,28697,33,34,32,25,54
2022-08-21,16:00,4441,3614,36601,5823,26485,22,28,34,41,48
2022-08-21,18:00,4337,3497,28894,5655,26991,35,26,30,43,48
2022-08-22,8:00,4126,3500,60514,5954,27460,32,34,28,27,48
2022-08-22,10:00,4003,3408,67294,5893,29887,23,30,23,28,39
2022-08-22,12:00,3889,3460,32109,4338,28590,23,24,24,22,46
2022-08-22,14:00,3619,2808,41258,3512,27654,27,27,26,24,34
2022-08-22,16:00,3138,3709,43313,4217,28484,30,30,29,31,48
2022-08-22,18:00,3976,2562,43349,3427,29835,30,31,25,41,54
2022-08-23,8:00,3910,3132,35179,4057,0,24,32,30,28,0
2022-08-23,10:00,4893,2725,61560,5744,0,25,23,27,28,0
2022-08-23,12:00,4186,3304,61266,4217,0,32,35,31,23,0
2022-08-23,14:00,4158,3473,32780,5775,0,24,30,28,29,0
2022-08-23,16:00,4642,3659,39894,5937,0,24,25,33,36,0
2022-08-23,18:00,4830,3748,30356,5926,0,31,24,29,39,0
2022-08-24,8:00,4285,3654,32790,5541,27958,28,27,24,30,31
2022-08-24,10:00,4888,3606,44690,5964,28369,26,29,26,23,36
2022-08-24,12:00,4659,3427,67979,5609,26805,23,35,28,26,45
2022-08-24,14:00,3572,3535,63665,3477,23174,26,28,34,23,45
2022-08-24,16:00,4711,3087,38181,3218,25985,24,25,30,45,43
2022-08-24,18:00,4482,3127,35057,3265,20593,25,33,24,43,51
2022-08-25,8:00,3793,3268,44082,3366,20882,28,24,28,22,33
2022-08-25,10:00,3730,3365,28661,4808,29023,35,24,33,25,41
2022-08-25,12:00,4123,3245,32644,3602,23171,32,22,30,26,36
2022-08-25,14:00,3222,3012,68503,5899,28191,28,29,24,19,51
2022-08-25,16:00,3303,3566,62920,5809,28040,33,35,30,41,30
2022-08-25,18:00,3840,3751,44002,5908,27105,35,25,32,37,34
2022-08-26,8:00,4604,3617,42025,5611,25830,33,25,34,20,32
2022-08-26,10:00,4502,3672,36946,5773,28636,30,27,26,30,44
2022-08-26,12:00,4876,3767,40732,3796,27594,25,31,27,20,40
2022-08-26,14:00,4365,2750,34236,5898,26372,24,28,28,24,49
2022-08-26,16:00,4013,3358,66078,5538,29818,26,25,23,41,29
2022-08-26,18:00,3854,3369,60352,5352,25985,32,23,25,39,35
2022-08-27,8:00,4674,3257,35005,3523,27562,29,30,30,30,42
2022-08-27,10:00,3982,3434,42036,5182,21475,32,35,34,23,49
2022-08-27,12:00,3106,3289,44542,4637,25900,28,25,25,30,34
2022-08-27,14:00,4723,3060,28956,3628,29869,32,31,24,30,38
2022-08-27,16:00,4845,3693,30071,5622,27220,27,33,23,45,34
2022-08-27,18:00,3607,3549,68595,5717,26273,25,23,28,37,48
2022-08-28,8:00,4692,3531,69579,5876,26589,32,29,26,30,33
2022-08-28,10:00,4174,3458,31453,5560,28700,24,29,23,25,27
2022-08-28,12:00,4691,3723,34675,4835,29586,26,32,23,23,42
2022-08-28,14:00,3711,3398,28955,4577,28774,29,35,27,20,32
2022-08-28,16:00,4631,2714,34295,3592,25063,26,31,30,39,51
2022-08-28,18:00,3717,3397,43921,5451,23633,35,23,34,41,50
2022-08-29,8:00,4342,3060,61712,5757,21990,31,25,33,27,34
2022-08-29,10:00,4254,3671,64703,5733,26515,31,22,32,21,54
2022-08-29,12:00,4741,3243,34563,4740,21258,24,34,28,27,40
2022-08-29,14:00,3682,2746,40003,3645,20848,33,32,27,22,29
2022-08-29,16:00,3006,3781,38817,5696,27310,34,32,31,39,50
2022-08-29,18:00,4268,3638,39171,5679,28866,30,31,25,31,32
2022-08-30,8:00,4178,3766,40582,5841,0,24,26,28,30,0
2022-08-30,10:00,3986,3567,61394,5632,0,34,23,23,27,0
2022-08-30,12:00,4011,3447,69461,5690,0,24,30,25,30,0
2022-08-30,14:00,4593,2550,43596,5059,0,29,32,25,20,0
2022-08-30,16:00,4576,3310,28529,5500,0,31,35,24,33,0
2022-08-30,18:00,3690,3579,40765,3464,0,32,24,34,30,0
2022-08-31,8:00,4105,2973,41910,3292,28232,29,34,32,20,52
2022-08-31,10:00,4512,2579,39561,4885,24882,22,32,23,29,29
2022-08-31,12:00,4162,3196,69131,5910,24392,27,23,23,23,46
2022-08-31,14:00,4164,3566,60525,5385,27620,29,31,25,27,43
2022-08-31,16:00,3339,3798,44385,5707,29672,30,34,28,43,43
2022-08-31,18:00,3899,3426,28374,5989,21421,24,26,28,30,50
2022-09-01,8:00,4636,3594,40197,5624,26041,27,27,26,26,50
2022-09-01,10:00,4263,3613,32648,5733,28679,31,22,28,22,28
2022-09-01,12:00,5051,3768,30365,4796,29350,22,32,27,27,47
2022-09-01,14:00,4024,3353,61525,5806,29491,31,34,25,19,50
2022-09-01,16:00,3599,3313,61646,3465,27257,24,28,33,42,43
2022-09-01,18:00,4191,3253,28013,3845,24711,35,31,26,35,49
2022-09-02,8:00,4332,3002,32599,5565,22678,29,34,25,26,39
2022-09-02,10:00,2948,3787,30278,4336,25643,30,35,26,26,34
2022-09-02,12:00,4939,2810,42296,4601,20159,23,31,34,26,46
2022-09-02,14:00,3506,2968,31155,3653,27952,27,35,31,21,37
2022-09-02,16:00,4756,3711,68321,5690,28505,25,30,31,43,38
2022-09-02,18:00,4683,3595,63814,5878,27731,24,34,32,30,28
2022-09-03,8:00,4034,3750,41125,5939,28446,29,25,31,23,38
2022-09-03,10:00,3620,3443,31216,5686,23472,32,28,27,25,48
2022-09-03,12:00,4474,3585,30113,4030,27842,27,28,30,20,29
2022-09-03,14:00,3581,3354,38238,4590,29924,28,32,27,19,29
2022-09-03,16:00,3444,2745,41760,4312,20580,30,23,24,41,31
2022-09-03,18:00,4296,3448,65543,5686,28411,29,28,32,43,46
2022-09-04,8:00,4672,3283,64555,5169,27586,22,35,25,27,28
2022-09-04,10:00,4299,2706,40588,5379,24474,23,25,32,19,54
2022-09-04,12:00,3897,2650,31374,4071,22355,26,22,31,30,39
2022-09-04,14:00,3389,3727,34430,3834,27749,27,22,33,21,42
2022-09-04,16:00,3589,3564,39970,5547,28977,28,26,28,42,37
2022-09-04,18:00,5200,3544,28629,5787,27470,35,32,30,31,50
2022-09-05,8:00,4965,3436,60269,5875,26963,23,24,26,29,27
2022-09-05,10:00,4913,3732,65724,5678,27169,24,31,32,20,52
2022-09-05,12:00,4167,3444,39083,5939,26232,29,22,34,29,49
2022-09-05,14:00,4554,2901,41149,5065,22585,27,30,26,21,54
2022-09-05,16:00,3058,3405,37472,4257,21394,33,30,33,39,39
2022-09-05,18:00,3625,2561,34276,5155,20921,31,35,25,32,38
2022-09-06,8:00,4925,2919,43635,3781,0,35,25,29,19,0
2022-09-06,10:00,4229,3367,65895,5670,0,25,23,23,22,0
2022-09-06,12:00,3205,3667,67115,4589,0,32,29,28,28,0
2022-09-06,14:00,3390,3319,38552,3983,0,31,22,24,29,0
2022-09-06,16:00,3347,3418,44959,5558,0,31,33,32,38,0
2022-09-06,18:00,4004,3764,34099,5680,0,30,34,27,30,0
2022-09-07,8:00,3857,3699,37499,5518,28637,29,27,23,20,37
2022-09-07,10:00,4329,3406,31178,5725,29582,31,24,30,21,40
2022-09-07,12:00,5102,3648,66052,5972,27118,27,35,29,27,32
2022-09-07,14:00,3289,3627,62734,4816,21865,30,22,29,24,37
2022-09-07,16:00,4023,2616,34116,5422,20724,26,23,28,31,28
2022-09-07,18:00,3209,3079,43563,4445,26392,28,30,24,32,46
2022-09-08,8:00,3637,3706,31568,4838,20711,30,23,24,21,30
2022-09-08,10:00,4374,3045,37847,3253,27710,35,24,34,28,40
2022-09-08,12:00,4187,3205,42135,5942,25080,24,26,24,21,33
2022-09-08,14:00,3824,2824,62203,5850,27158,29,27,27,30,36
2022-09-08,16:00,3229,3454,61390,5902,27106,35,28,34,36,40
2022-09-08,18:00,3727,3665,29742,5817,26390,35,34,28,32,46
2022-09-09,8:00,4701,3441,28619,5854,22667,26,30,23,23,52
2022-09-09,10:00,4020,3696,29939,5848,27070,31,25,30,27,31
